tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
335,1675,right_shoulder_pitch,1.342658,0.239710,0.837623,0.500000,1.292658,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.141342,Cruise,traj_vel,-0.400000,2.408065,0.150000,0.463385,3.021450,2.378612,0.500000,8.000,2.000,0,0
336,1680,right_shoulder_pitch,1.346876,0.263744,0.840123,0.500000,1.296876,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.137124,Cruise,traj_vel,-0.400000,2.410402,0.150000,0.465667,3.026069,2.321849,0.500000,8.000,2.000,0,0
337,1685,right_shoulder_pitch,1.351862,0.311554,0.842623,0.500000,1.301862,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.132138,Cruise,traj_vel,-0.400000,2.413109,0.150000,0.443473,3.006582,2.525103,0.500000,8.000,2.000,0,0
338,1690,right_shoulder_pitch,1.356464,0.287629,0.845123,0.500000,1.306464,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.127536,Cruise,traj_vel,-0.400000,2.415554,0.150000,0.438790,3.004345,2.675253,0.500000,8.000,2.000,0,0
339,1695,right_shoulder_pitch,1.361449,0.311514,0.847623,0.500000,1.311449,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.122551,Cruise,traj_vel,-0.400000,2.418146,0.150000,0.423336,2.991481,2.602007,0.500000,8.000,2.000,0,0
340,1700,right_shoulder_pitch,1.366819,0.335552,0.850123,0.500000,1.316819,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.117181,Cruise,traj_vel,-0.400000,2.420870,0.150000,0.399726,2.970595,2.732016,0.500000,8.000,2.000,0,0
341,1705,right_shoulder_pitch,1.372188,0.335647,0.852623,0.500000,1.322188,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.111812,Cruise,traj_vel,-0.400000,2.423523,0.150000,0.381971,2.955494,2.418898,0.500000,8.000,2.000,0,0
342,1710,right_shoulder_pitch,1.377173,0.311620,0.855123,0.500000,1.327173,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.106827,Cruise,traj_vel,-0.400000,2.425925,0.150000,0.380668,2.956593,2.422560,0.500000,8.000,2.000,0,0
343,1715,right_shoulder_pitch,1.382159,0.311596,0.857623,0.500000,1.332159,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.101841,Cruise,traj_vel,-0.400000,2.428266,0.150000,0.379703,2.957969,2.298045,0.500000,8.000,2.000,0,0
344,1720,right_shoulder_pitch,1.387528,0.335541,0.860123,0.500000,1.337528,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.096472,Cruise,traj_vel,-0.400000,2.430720,0.150000,0.367007,2.947727,2.569048,0.500000,8.000,2.000,0,0
345,1725,right_shoulder_pitch,1.393281,0.359458,0.862623,0.500000,1.343281,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.090719,Cruise,traj_vel,-0.400000,2.433272,0.150000,0.345526,2.928798,2.636801,0.500000,8.000,2.000,0,0
346,1730,right_shoulder_pitch,1.398266,0.311740,0.865123,0.500000,1.348266,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.085734,Cruise,traj_vel,-0.400000,2.435418,0.150000,0.353275,2.938692,2.614825,0.500000,8.000,2.000,0,0
347,1735,right_shoulder_pitch,1.402868,0.287580,0.867623,0.500000,1.352868,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.081132,Cruise,traj_vel,-0.400000,2.437345,0.150000,0.371166,2.958511,2.625811,0.500000,8.000,2.000,0,0
348,1740,right_shoulder_pitch,1.407470,0.287640,0.870123,0.500000,1.357470,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.076530,Cruise,traj_vel,-0.400000,2.439221,0.150000,0.384555,2.973775,2.349315,0.500000,8.000,2.000,0,0
349,1745,right_shoulder_pitch,1.412840,0.335517,0.872623,0.500000,1.362840,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.071160,Cruise,traj_vel,-0.400000,2.441344,0.150000,0.370657,2.962001,2.365794,0.500000,8.000,2.000,0,0
350,1750,right_shoulder_pitch,1.417058,0.263616,0.875123,0.500000,1.367058,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.066942,Cruise,traj_vel,-0.400000,2.442963,0.150000,0.396185,2.989147,2.442702,0.500000,8.000,2.000,0,0
351,1755,right_shoulder_pitch,1.421277,0.263780,0.877623,0.500000,1.371277,1.484000,1.484000,-0.872665,3.136111,-0.050000,1,0.062723,Cruise,traj_vel,-0.400000,2.444538,0.150000,0.415249,3.009787,2.521441,0.500000,8.000,2.000,0,0
352,1760,right_shoulder_pitch,1.426262,0.311549,0.878373,0.150000,1.376262,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.057738,Cruise,traj_vel,-0.400000,2.446343,0.000000,-0.040000,2.406343,2.453688,0.150000,8.000,2.000,0,0
353,1765,right_shoulder_pitch,1.432015,0.359546,0.879123,0.150000,1.382015,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.051985,Cruise,traj_vel,-0.400000,2.448351,0.000000,-0.040000,2.408351,2.636801,0.150000,8.000,2.000,0,0
354,1770,right_shoulder_pitch,1.436234,0.263660,0.879873,0.150000,1.386234,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.047766,Cruise,traj_vel,-0.400000,2.449772,0.000000,-0.040000,2.409772,2.490309,0.150000,8.000,2.000,0,0
355,1775,right_shoulder_pitch,1.438918,0.167732,0.880623,0.150000,1.388918,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.045082,Cruise,traj_vel,-0.400000,2.450654,0.150000,-0.040000,2.560654,2.021545,0.150000,8.000,2.000,0,0
356,1780,right_shoulder_pitch,1.441219,0.143886,0.881373,0.150000,1.391219,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.042781,Cruise,traj_vel,-0.400000,2.451395,0.150000,-0.040000,2.561395,2.083805,0.150000,8.000,2.000,0,0
357,1785,right_shoulder_pitch,1.441986,0.047931,0.882123,0.150000,1.391986,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.042014,Cruise,traj_vel,-0.400000,2.451640,0.150000,-0.040880,2.560760,2.393260,0.150000,8.000,2.000,0,0
358,1790,right_shoulder_pitch,1.441603,-0.023969,0.882873,0.150000,1.391603,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.042397,Cruise,traj_vel,-0.400000,2.451518,0.150000,0.028009,2.629527,2.365794,0.150000,8.000,2.000,0,0
359,1795,right_shoulder_pitch,1.440069,-0.095841,0.883623,0.150000,1.390069,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.043931,Cruise,traj_vel,-0.400000,2.451026,0.150000,0.143927,2.744954,2.329173,0.150000,8.000,2.000,0,0
360,1800,right_shoulder_pitch,1.438151,-0.119864,0.884373,0.150000,1.388151,1.484000,1.484000,-0.872665,3.141593,-0.050000,1,0.045849,Cruise,traj_vel,-0.400000,2.450404,0.150000,0.242877,2.843281,2.261420,0.150000,8.000,2.000,0,0
361,1805,right_shoulder_pitch,1.436617,-0.095900,1.436730,0.022500,1.436730,1.484000,1.484000,-0.872665,3.141593,0.000112,0,0.047383,Accelerate,traj_vel,0.000900,2.449899,0.150000,0.050108,2.650008,2.347484,0.022500,8.000,2.000,0,0
362,1810,right_shoulder_pitch,1.435466,-0.071916,1.436955,0.045000,1.436955,1.484000,1.484000,-0.872665,3.141593,0.001489,0,0.048534,Accelerate,traj_vel,0.011910,2.449517,0.150000,0.129789,2.729306,2.455519,0.045000,8.000,2.000,0,0
363,1815,right_shoulder_pitch,1.434699,-0.047954,1.437292,0.067500,1.437292,1.484000,1.484000,-0.872665,3.141593,0.002593,0,0.049301,Accelerate,traj_vel,0.020746,2.449260,0.150000,0.188819,2.788079,2.488478,0.067500,8.000,2.000,0,0
364,1820,right_shoulder_pitch,1.434699,0.000000,1.437742,0.090000,1.437742,1.484000,1.484000,-0.872665,3.141593,0.003043,0,0.049301,Accelerate,traj_vel,0.024346,2.449260,0.150000,0.220364,2.819625,2.656943,0.000000,8.000,2.000,0,0
365,1825,right_shoulder_pitch,1.435083,0.023964,1.438305,0.112500,1.438305,1.484000,1.484000,-0.872665,3.141593,0.003222,0,0.048917,Accelerate,traj_vel,0.025778,2.449389,0.150000,0.243291,2.842680,2.774134,0.112500,8.000,2.000,0,0
366,1830,right_shoulder_pitch,1.435466,0.023981,1.438980,0.135000,1.438980,1.484000,1.484000,-0.872665,3.141593,0.003514,0,0.048534,Accelerate,traj_vel,0.028110,2.449517,0.150000,0.271728,2.871245,2.838221,0.135000,8.000,2.000,0,0
367,1835,right_shoulder_pitch,1.437001,0.095906,1.439730,0.150000,1.439730,1.484000,1.484000,-0.872665,3.141593,0.002729,0,0.046999,Cruise,traj_vel,0.021832,2.450026,0.150000,0.253342,2.853368,2.851038,0.150000,8.000,2.000,0,0
368,1840,right_shoulder_pitch,1.437768,0.047939,1.440480,0.150000,1.440480,1.484000,1.484000,-0.872665,3.141593,0.002712,0,0.046232,Cruise,traj_vel,0.021696,2.450278,0.150000,0.241038,2.841316,2.902311,0.150000,8.000,2.000,0,0
369,1845,right_shoulder_pitch,1.438151,0.023960,1.441230,0.150000,1.441230,1.484000,1.484000,-0.872665,3.141593,0.003079,0,0.045849,Cruise,traj_vel,0.024628,2.450404,0.150000,0.243798,2.844202,2.938932,0.150000,8.000,2.000,0,0
370,1850,right_shoulder_pitch,1.438151,0.000000,1.441980,0.150000,1.441980,1.484000,1.484000,-0.872665,3.141593,0.003829,0,0.045849,Cruise,traj_vel,0.030628,2.450404,0.150000,0.257849,2.858252,2.874845,0.000000,8.000,2.000,0,0
371,1855,right_shoulder_pitch,1.438151,0.000000,1.442730,0.150000,1.442730,1.484000,1.484000,-0.872665,3.141593,0.004579,0,0.045849,Cruise,traj_vel,0.036628,2.450404,0.150000,0.268386,2.868790,2.984709,0.000000,8.000,2.000,0,0
372,1860,right_shoulder_pitch,1.438151,0.000000,1.443480,0.150000,1.443480,1.484000,1.484000,-0.872665,3.141593,0.005329,0,0.045849,Cruise,traj_vel,0.042628,2.450404,0.150000,0.276290,2.876694,2.944425,0.000000,8.000,2.000,0,0
373,1865,right_shoulder_pitch,1.437768,-0.023981,1.444230,0.150000,1.444230,1.484000,1.484000,-0.872665,3.141593,0.006462,0,0.046232,Cruise,traj_vel,0.051696,2.450278,0.150000,0.294208,2.894486,2.867517,0.150000,8.000,2.000,0,0
374,1870,right_shoulder_pitch,1.437768,0.000000,1.444980,0.150000,1.444980,1.484000,1.484000,-0.872665,3.141593,0.007212,0,0.046232,Cruise,traj_vel,0.057696,2.450278,0.150000,0.295656,2.895934,2.898649,0.000000,8.000,2.000,0,0
375,1875,right_shoulder_pitch,1.437768,0.000000,1.445730,0.150000,1.445730,1.484000,1.484000,-0.872665,3.141593,0.007962,0,0.046232,Cruise,traj_vel,0.063696,2.450278,0.150000,0.296742,2.897020,2.893156,0.000000,8.000,2.000,0,0
376,1880,right_shoulder_pitch,1.438151,0.023971,1.446480,0.150000,1.446480,1.484000,1.484000,-0.872665,3.141593,0.008329,0,0.045849,Cruise,traj_vel,0.066628,2.450404,0.150000,0.285571,2.885975,2.922453,0.150000,8.000,2.000,0,0
377,1885,right_shoulder_pitch,1.438151,0.000000,1.447230,0.150000,1.447230,1.484000,1.484000,-0.872665,3.141593,0.009079,0,0.045849,Cruise,traj_vel,0.072628,2.450404,0.150000,0.289178,2.889582,2.993867,0.000000,8.000,2.000,0,0
378,1890,right_shoulder_pitch,1.438151,0.000000,1.447980,0.150000,1.447980,1.484000,1.484000,-0.872665,3.141593,0.009829,0,0.045849,Cruise,traj_vel,0.078628,2.450404,0.150000,0.291884,2.892287,3.024995,0.000000,8.000,2.000,0,0
379,1895,right_shoulder_pitch,1.437768,-0.023977,1.448730,0.150000,1.448730,1.484000,1.484000,-0.872665,3.141593,0.010962,0,0.046232,Cruise,traj_vel,0.087696,2.450278,0.150000,0.305901,2.906180,2.933439,0.150000,8.000,2.000,0,0
380,1900,right_shoulder_pitch,1.438151,0.023966,1.449480,0.150000,1.449480,1.484000,1.484000,-0.872665,3.141593,0.011329,0,0.045849,Cruise,traj_vel,0.090628,2.450404,0.150000,0.292443,2.892847,2.946256,0.150000,8.000,2.000,0,0
381,1905,right_shoulder_pitch,1.438151,0.000000,1.450230,0.150000,1.450230,1.484000,1.484000,-0.872665,3.141593,0.012079,0,0.045849,Cruise,traj_vel,0.096628,2.450404,0.150000,0.294332,2.894736,2.970060,0.000000,8.000,2.000,0,0
382,1910,right_shoulder_pitch,1.438151,0.000000,1.450980,0.150000,1.450980,1.484000,1.484000,-0.872665,3.141593,0.012829,0,0.045849,Cruise,traj_vel,0.102628,2.450404,0.150000,0.295749,2.896153,3.014009,0.000000,8.000,2.000,0,0
383,1915,right_shoulder_pitch,1.438151,0.000000,1.451730,0.150000,1.451730,1.484000,1.484000,-0.872665,3.141593,0.013579,0,0.045849,Cruise,traj_vel,0.108628,2.450404,0.150000,0.296812,2.897216,2.984709,0.000000,8.000,2.000,0,0
384,1920,right_shoulder_pitch,1.438151,0.000000,1.452480,0.150000,1.452480,1.484000,1.484000,-0.872665,3.141593,0.014329,0,0.045849,Cruise,traj_vel,0.114628,2.450404,0.150000,0.297609,2.898013,2.981046,0.000000,8.000,2.000,0,0
385,1925,right_shoulder_pitch,1.437768,-0.023965,1.453230,0.150000,1.453230,1.484000,1.484000,-0.872665,3.141593,0.015462,0,0.046232,Cruise,traj_vel,0.123696,2.450278,0.150000,0.310189,2.910467,3.019502,0.150000,8.000,2.000,0,0
386,1930,right_shoulder_pitch,1.438151,0.023971,1.453980,0.150000,1.453980,1.484000,1.484000,-0.872665,3.141593,0.015829,0,0.045849,Cruise,traj_vel,0.126628,2.450404,0.150000,0.295656,2.896060,3.039644,0.150000,8.000,2.000,0,0
387,1935,right_shoulder_pitch,1.437768,-0.023960,1.454730,0.150000,1.454730,1.484000,1.484000,-0.872665,3.141593,0.016962,0,0.046232,Cruise,traj_vel,0.135696,2.450278,0.150000,0.308722,2.909000,2.992036,0.150000,8.000,2.000,0,0
388,1940,right_shoulder_pitch,1.438151,0.023970,1.455480,0.150000,1.455480,1.484000,1.484000,-0.872665,3.141593,0.017329,0,0.045849,Cruise,traj_vel,0.138628,2.450404,0.150000,0.294556,2.894960,3.079927,0.150000,8.000,2.000,0,0
389,1945,right_shoulder_pitch,1.438151,0.000000,1.456230,0.150000,1.456230,1.484000,1.484000,-0.872665,3.141593,0.018079,0,0.045849,Cruise,traj_vel,0.144628,2.450404,0.150000,0.295917,2.896321,2.988374,0.000000,8.000,2.000,0,0
390,1950,right_shoulder_pitch,1.438151,0.000000,1.456980,0.150000,1.456980,1.484000,1.484000,-0.872665,3.141593,0.018829,0,0.045849,Cruise,traj_vel,0.150628,2.450404,0.150000,0.296938,2.897342,3.067110,0.000000,8.000,2.000,0,0
391,1955,right_shoulder_pitch,1.438151,0.000000,1.457730,0.150000,1.457730,1.484000,1.484000,-0.872665,3.141593,0.019579,0,0.045849,Cruise,traj_vel,0.156628,2.450404,0.150000,0.297704,2.898107,3.087251,0.000000,8.000,2.000,0,0
392,1960,right_shoulder_pitch,1.438151,0.000000,1.458480,0.150000,1.458480,1.484000,1.484000,-0.872665,3.141593,0.020329,0,0.045849,Cruise,traj_vel,0.162628,2.450404,0.150000,0.298278,2.898681,3.078096,0.000000,8.000,2.000,0,0
393,1965,right_shoulder_pitch,1.438151,0.000000,1.459230,0.150000,1.459230,1.484000,1.484000,-0.872665,3.141593,0.021079,0,0.045849,Cruise,traj_vel,0.168628,2.450404,0.150000,0.298708,2.899112,3.072603,0.000000,8.000,2.000,0,0
394,1970,right_shoulder_pitch,1.438151,0.000000,1.459980,0.150000,1.459980,1.484000,1.484000,-0.872665,3.141593,0.021829,0,0.045849,Cruise,traj_vel,0.174628,2.450404,0.150000,0.299031,2.899435,3.070772,0.000000,8.000,2.000,0,0
395,1975,right_shoulder_pitch,1.438151,0.000000,1.460730,0.150000,1.460730,1.484000,1.484000,-0.872665,3.141593,0.022579,0,0.045849,Cruise,traj_vel,0.180628,2.450404,0.150000,0.299273,2.899677,3.112890,0.000000,8.000,2.000,0,0
396,1980,right_shoulder_pitch,1.438151,0.000000,1.461480,0.150000,1.461480,1.484000,1.484000,-0.872665,3.141593,0.023329,0,0.045849,Cruise,traj_vel,0.186628,2.450404,0.150000,0.299455,2.899859,3.024995,0.000000,8.000,2.000,0,0
397,1985,right_shoulder_pitch,1.438151,0.000000,1.462230,0.150000,1.462230,1.484000,1.484000,-0.872665,3.141593,0.024079,0,0.045849,Cruise,traj_vel,0.192628,2.450404,0.150000,0.299591,2.899995,3.074434,0.000000,8.000,2.000,0,0
398,1990,right_shoulder_pitch,1.438151,0.000000,1.462980,0.150000,1.462980,1.484000,1.484000,-0.872665,3.141593,0.024829,0,0.045849,Cruise,traj_vel,0.198628,2.450404,0.150000,0.299693,2.900097,3.081758,0.000000,8.000,2.000,0,0
399,1995,right_shoulder_pitch,1.438151,0.000000,1.463730,0.150000,1.463730,1.484000,1.484000,-0.872665,3.141593,0.025579,0,0.045849,Cruise,traj_vel,0.204628,2.450404,0.150000,0.299770,2.900174,3.056123,0.000000,8.000,2.000,0,0
400,2000,right_shoulder_pitch,1.438151,0.000000,1.464480,0.150000,1.464480,1.484000,1.484000,-0.872665,3.141593,0.026329,0,0.045849,Cruise,traj_vel,0.210628,2.450404,0.150000,0.299828,2.900231,3.111058,0.000000,8.000,2.000,0,0
401,2005,right_shoulder_pitch,1.438151,0.000000,1.465230,0.150000,1.465230,1.484000,1.484000,-0.872665,3.141593,0.027079,0,0.045849,Cruise,traj_vel,0.216628,2.450404,0.150000,0.299871,2.900274,3.072603,0.000000,8.000,2.000,0,0
402,2010,right_shoulder_pitch,1.438151,0.000000,1.465980,0.150000,1.465980,1.484000,1.484000,-0.872665,3.141593,0.027829,0,0.045849,Cruise,traj_vel,0.222628,2.450404,0.150000,0.299903,2.900307,3.134862,0.000000,8.000,2.000,0,0
403,2015,right_shoulder_pitch,1.438535,0.023971,1.466730,0.150000,1.466730,1.484000,1.484000,-0.872665,3.141593,0.028195,0,0.045465,Cruise,traj_vel,0.225560,2.450529,0.150000,0.287942,2.888471,3.127538,0.150000,8.000,2.000,0,0
404,2020,right_shoulder_pitch,1.438151,-0.023980,1.467480,0.150000,1.467480,1.484000,1.484000,-0.872665,3.141593,0.029329,0,0.045849,Cruise,traj_vel,0.234628,2.450404,0.150000,0.302946,2.903350,3.151342,0.150000,8.000,2.000,0,0
405,2025,right_shoulder_pitch,1.438535,0.023958,1.468230,0.150000,1.468230,1.484000,1.484000,-0.872665,3.141593,0.029695,0,0.045465,Cruise,traj_vel,0.237560,2.450529,0.150000,0.290231,2.890760,3.153173,0.150000,8.000,2.000,0,0
406,2030,right_shoulder_pitch,1.438535,0.000000,1.468980,0.150000,1.468980,1.484000,1.484000,-0.872665,3.141593,0.030445,0,0.045465,Cruise,traj_vel,0.243560,2.450529,0.150000,0.292673,2.893202,3.140355,0.000000,8.000,2.000,0,0
407,2035,right_shoulder_pitch,1.438535,0.000000,1.469730,0.150000,1.469730,1.484000,1.484000,-0.872665,3.141593,0.031195,0,0.045465,Cruise,traj_vel,0.249560,2.450529,0.150000,0.294505,2.895034,3.103731,0.000000,8.000,2.000,0,0
408,2040,right_shoulder_pitch,1.438535,0.000000,1.470480,0.150000,1.470480,1.484000,1.484000,-0.872665,3.141593,0.031945,0,0.045465,Cruise,traj_vel,0.255560,2.450529,0.150000,0.295879,2.896408,3.140355,0.000000,8.000,2.000,0,0
409,2045,right_shoulder_pitch,1.438535,0.000000,1.471230,0.150000,1.471230,1.484000,1.484000,-0.872665,3.141593,0.032695,0,0.045465,Cruise,traj_vel,0.261560,2.450529,0.150000,0.296909,2.897438,3.136693,0.000000,8.000,2.000,0,0
410,2050,right_shoulder_pitch,1.438535,0.000000,1.471980,0.150000,1.471980,1.484000,1.484000,-0.872665,3.141593,0.033445,0,0.045465,Cruise,traj_vel,0.267560,2.450529,0.150000,0.297682,2.898211,3.156835,0.000000,8.000,2.000,0,0
411,2055,right_shoulder_pitch,1.438535,0.000000,1.472730,0.150000,1.472730,1.484000,1.484000,-0.872665,3.141593,0.034195,0,0.045465,Cruise,traj_vel,0.273560,2.450529,0.150000,0.298261,2.898790,3.147680,0.000000,8.000,2.000,0,0
412,2060,right_shoulder_pitch,1.438918,0.023966,1.473480,0.150000,1.473480,1.484000,1.484000,-0.872665,3.141593,0.034562,0,0.045082,Cruise,traj_vel,0.276492,2.450654,0.150000,0.286713,2.887367,3.131200,0.150000,8.000,2.000,0,0
413,2065,right_shoulder_pitch,1.439302,0.023969,1.474230,0.150000,1.474230,1.484000,1.484000,-0.872665,3.141593,0.034928,0,0.044698,Cruise,traj_vel,0.279424,2.450778,0.150000,0.278050,2.878829,3.178807,0.150000,8.000,2.000,0,0
414,2070,right_shoulder_pitch,1.439685,0.023979,1.474980,0.150000,1.474980,1.484000,1.484000,-0.872665,3.141593,0.035295,0,0.044315,Cruise,traj_vel,0.282356,2.450902,0.150000,0.271549,2.872451,3.068941,0.150000,8.000,2.000,0,0
415,2075,right_shoulder_pitch,1.440452,0.047930,1.475730,0.150000,1.475730,1.484000,1.484000,-0.872665,3.141593,0.035278,0,0.043548,Cruise,traj_vel,0.282220,2.451150,0.150000,0.254696,2.855846,3.151342,0.150000,8.000,2.000,0,0
416,2080,right_shoulder_pitch,1.441219,0.047939,1.476480,0.150000,1.476480,1.484000,1.484000,-0.872665,3.141593,0.035261,0,0.042781,Cruise,traj_vel,0.282084,2.451395,0.150000,0.242053,2.843448,3.089082,0.150000,8.000,2.000,0,0
417,2085,right_shoulder_pitch,1.442753,0.095837,1.477230,0.150000,1.477230,1.484000,1.484000,-0.872665,3.141593,0.034477,0,0.041247,Cruise,traj_vel,0.275812,2.451882,0.150000,0.208621,2.810504,3.012178,0.150000,8.000,2.000,0,0
418,2090,right_shoulder_pitch,1.444287,0.095886,1.477980,0.150000,1.477980,1.484000,1.484000,-0.872665,3.141593,0.033693,0,0.039713,Cruise,traj_vel,0.269541,2.452364,0.150000,0.183523,2.785887,2.990205,0.150000,8.000,2.000,0,0
419,2095,right_shoulder_pitch,1.446972,0.167842,1.478730,0.150000,1.478730,1.484000,1.484000,-0.872665,3.141593,0.031758,0,0.037028,Cruise,traj_vel,0.254065,2.453192,0.150000,0.128722,2.731914,2.746664,0.150000,8.000,2.000,0,0
420,2100,right_shoulder_pitch,1.451190,0.263608,1.479480,0.150000,1.479480,1.484000,1.484000,-0.872665,3.141593,0.028290,0,0.032810,Cruise,traj_vel,0.226317,2.454458,0.000000,0.039737,2.494195,2.752157,0.150000,8.000,2.000,0,0
421,2105,right_shoulder_pitch,1.455792,0.287636,1.480230,0.150000,1.480230,1.484000,1.484000,-0.872665,3.141593,0.024438,0,0.028208,Cruise,traj_vel,0.195502,2.455790,0.000000,-0.039327,2.416462,2.799768,0.150000,8.000,2.000,0,0
422,2110,right_shoulder_pitch,1.460778,0.311517,1.480980,0.150000,1.480980,1.484000,1.484000,-0.872665,3.141593,0.020202,0,0.023222,Cruise,traj_vel,0.161612,2.457174,0.000000,-0.040000,2.417174,2.693564,0.150000,8.000,2.000,0,0
423,2115,right_shoulder_pitch,1.466531,0.359560,1.481730,0.150000,1.481730,1.484000,1.484000,-0.872665,3.141593,0.015199,0,0.017469,Cruise,traj_vel,0.121594,2.458695,0.000000,-0.040000,2.418695,2.448195,0.150000,8.000,2.000,0,0
424,2120,right_shoulder_pitch,1.472667,0.383651,1.482367,0.127500,1.482367,1.484000,1.484000,-0.872665,3.141593,0.009701,0,0.011333,Decelerate,traj_vel,0.077606,2.460227,0.000000,-0.040000,2.420227,2.900480,0.127500,8.000,2.000,0,0
425,2125,right_shoulder_pitch,1.476885,0.263619,1.482892,0.105000,1.482892,1.484000,1.484000,-0.872665,3.141593,0.006007,0,0.007115,Decelerate,traj_vel,0.048058,2.461227,0.000000,-0.040000,2.421227,2.517775,0.105000,8.000,2.000,0,0
426,2130,right_shoulder_pitch,1.481487,0.287622,1.483305,0.082500,1.483305,1.484000,1.484000,-0.872665,3.141593,0.001818,0,0.002513,Decelerate,traj_vel,0.014543,2.462268,0.000000,-0.040000,2.422268,2.266914,0.082500,8.000,2.000,0,0
427,2135,right_shoulder_pitch,1.486857,0.335571,1.483605,0.060000,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.002857,0,-0.002857,Decelerate,settle,-0.022853,2.463416,-0.008570,-0.464896,1.989950,2.131412,0.060000,8.000,2.000,0,0
428,2140,right_shoulder_pitch,1.491842,0.311569,1.483792,0.037500,1.484000,1.484000,1.484000,-0.872665,3.141593,-0.007842,0,-0.007842,Decelerate,settle,-0.062736,2.464419,-0.023526,-0.519457,1.921436,2.697226,0.037500,8.000,2.000,0,0
